,pedmort_2016,pedmort_53mean,pedmort_3mean,Code,sanit_2015,sanit_21mean,sanit_3mean,maln_12mean,maln_3mean,maln_2016,nat_dis2017,nat_dis_23mean,nat_dis_3mean,homoc_2017,homoc_3mean,homoc_23mean,Country or region,Outcome,sanit_25roc,homoc_27roc,maln_16roc,nat_dis_17roc,gdp_2017
101,0.76,2.215,0.856666667,RUS,72.2,72.46818182,72.2,2.992307692,2.5,2.5,0.000872077,0.010393187,0.004496448,14.80040858,15.66097505,27.89816896,Russia,1,0.02,0.8611672811111111,0.16249999999999998,0.006067473058823529,24765.95363
102,3.79,17.84537037,4.216666667,RWA,61.6,46.60909091,59.96666667,42.38461538,32.56666667,36.1,0.004408264,0.012013589,0.027658838999999998,2.947404236,3.2969556410000003,5.437496005,Rwanda,0,1.1320000000000001,0.17941015100000002,1.5,0.006189297470588235,1854.210791
103,0.74,5.393809524,0.846666667,SAU,100.0,96.61363636,100.0,7.130769231,5.466666667,5.5,0.004240764,0.018198932,0.01704237,0.877016747,0.890466669,0.8123752340000001,Saudi Arabia,1,0.34,0.005773126333333333,0.15625,0.011521418117647059,49045.41126
104,4.54,18.22407407,4.9966666669999995,SEN,47.6,40.51818182,46.6,19.72307692,12.1,11.3,0.0,0.012021491,0.001915424,1.004109266,1.026491582,1.2147153990000001,Senegal,0,0.48400000000000004,0.044389054444444444,1.0875,0.011619280764705883,2470.579582
105,11.05,27.15888889,12.25,SLE,13.3,11.4,12.96666667,33.68461538,25.26666667,25.5,0.35228538600000003,0.010611898,0.004503251,1.370973547,1.417785488,1.9533889269999998,Sierra Leone,0,0.12800000000000003,0.21690189859259257,0.9874999999999998,0.020722669764705885,1390.300267
106,0.56,1.207878788,0.6,SVK,98.8,98.87272727,98.8,5.584615385,3.3,2.7,0.0,0.007812035,0.0019240610000000001,2.428877145,2.508625496,3.2489916819999998,Slovakia,1,0.004000000000000341,0.04544901959259259,0.25,0.006108379470588236,30155.15212
107,0.21,0.8021212120000001,0.24,SVN,99.1,99.1,99.1,2.5,2.5,2.5,0.0,0.008911771,0.005312753000000001,0.9803212240000001,0.992963238,1.79010238,Slovenia,1,0.0,0.052428743037037026,0.0,0.002224151411764706,31400.83951
108,3.71,7.69425,4.0033333330000005,ZAF,66.4,57.45909091,65.26666667,4.530769231,5.3,6.1,0.00294612,0.0071483530000000005,0.0029523609999999997,28.57172516,27.93302166,48.5162956,South Africa,0,0.6000000000000003,1.1947981692592593,0.11249999999999999,0.002728905882352941,12294.87614
109,0.33,3.3531481480000003,0.35,KOR,100.0,100.0,100.0,2.5,2.5,2.5,0.0,0.039418247000000003,0.006463074,1.342270135,1.39776877,2.1239959980000003,South Korea,1,0.0,0.04493944077777778,0.0,0.014783705705882352,35938.37422
110,0.31,1.48962963,0.32,ESP,99.9,99.9,99.9,2.5,2.5,2.5,0.0,0.003838049,0.001131285,0.714581908,0.744099101,1.057665301,Spain,1,0.0,0.019738245962962968,0.0,0.0015132082941176472,34272.36038
111,0.88,4.095740741,0.953333333,LKA,95.1,81.71363636,94.56666667,16.51538462,11.13333333,10.9,0.028710056,1.049590862,0.084870081,3.530351982,3.5968981639999997,5.856578541,Sri Lanka,0,0.9759999999999996,0.1330643373333333,0.5062499999999999,1.4392720394117646,11669.07668
112,5.39,12.64592593,5.876666667,SWZ,57.5,52.17272727,57.5,19.58461538,21.26666667,20.7,0.0,0.00022245400000000002,0.027350567000000003,23.48696848,25.73257707,26.78406092,Swaziland,0,0.36,0.26672793148148144,0.5,0.004826570705882353,7738.974566
113,0.28,0.84037037,0.29,SWE,99.3,99.3,99.3,2.5,2.5,2.5,0.0,0.002636617,0.000366047,1.199426718,1.2434626770000001,1.438460576,Sweden,1,0.0,0.018649335518518512,0.0,0.0007120399411764704,46949.28309
114,0.42,1.116851852,0.433333333,CHE,99.9,99.9,99.9,2.5,2.5,2.5,0.0,0.019862203999999998,0.016716182,0.613309314,0.646488217,1.136185983,Switzerland,1,0.0,0.036275026777777775,0.0,0.002719522764705882,57410.16586
115,5.4,16.34074074,5.856666667000001,TZA,15.6,9.654545455,14.5,34.88461538,32.3,32.0,0.002048097,0.007326081,0.011806423,5.652196575,5.7835476329999995,6.465092255,Tanzania,0,0.364,0.0541477321851852,0.3062499999999999,0.0033853385294117647,2683.304024
116,0.95,5.661851852000001,1.046666667,THA,93.0,91.05,93.1,12.66153846,9.133333333,9.0,0.01650661,0.125983441,0.005145416,6.014672487,5.949046492999999,11.48157496,Thailand,1,0.2639999999999998,0.3926853787777778,0.625,0.125525315,16277.67115
117,7.29,16.465,7.77,TGO,11.6,11.45909091,11.56666667,25.16153846,17.16666667,16.2,0.0,0.005306984,0.0,5.352502747,5.538219812,5.854051264,Togo,0,0.007999999999999972,0.0439479654074074,0.9312500000000001,0.004199610235294118,1429.813427
118,2.61,4.041111111,2.77,TTO,91.5,90.72272727,91.5,10.60769231,6.033333333,4.9,0.0,0.009016073000000001,0.0,22.85306179,24.19361332,18.91620811,Trinidad & Tobago,1,0.06399999999999978,0.9717239539259259,0.44375,0.0032438884117647056,28763.070760000002
119,1.3,9.099423077,1.4,TUN,91.6,81.9,90.93333333,5.192307692,4.566666667,4.9,0.0,0.007009298000000001,0.0,0.586229833,0.6108791920000001,0.738502696,Tunisia,0,0.76,0.007229514259259258,0.06874999999999998,0.0049316170588235295,10849.29739
120,1.16,10.74277778,1.3433333330000001,TUR,94.9,88.25,94.1,2.5,2.5,2.5,0.0,0.236311043,0.001848675,2.124488483,2.173476499,2.511600126,Turkey,0,0.48,0.041945966111111115,0.0,0.28682986617647055,25129.34065
121,4.9,16.791296300000003,5.53,UGA,19.1,15.71363636,18.76666667,27.92307692,35.93333333,41.4,0.007324371,0.010387523000000001,0.00270919,3.898068693,4.119328815,5.046475561,Uganda,0,0.2360000000000001,0.14500062474074074,1.10625,0.008114961352941177,1697.7065109999999
122,0.88,2.082790698,0.943333333,UKR,95.9,94.94444444,95.83333333,2.761538462,2.633333333,3.3,0.0,0.000898803,0.0008700569999999999,10.07928519,10.08696737,12.93499699,Ukraine,0,0.05600000000000023,0.3621695598888889,0.125,0.0003613149411764706,7894.392926
123,0.91,5.030555556,0.8733333329999999,ARE,97.6,97.43636364,97.5,4.346153846,3.833333333,2.5,0.0,0.0,0.0,1.201010852,1.21370072,1.252038172,United Arab Emirates,1,0.007999999999999546,0.008950538740740747,0.21875,0.0,67293.48276
124,0.43,1.286296296,0.446666667,GBR,99.2,99.2,99.2,2.5,2.5,2.5,0.0,0.002817497,0.00096228,0.533067857,0.527330922,0.8096838690000001,United Kingdom,1,0.0,0.020734710777777776,0.0,0.000915154705882353,39753.24389
125,0.66,1.48537037,0.68,USA,100.0,99.74545455,100.0,2.5,2.5,2.5,0.0036046090000000004,0.015654085,0.009654901,6.1199555210000005,5.824200341,7.42118959,United States,1,0.02,0.1619322592962963,0.0,0.006540459176470588,54225.44612000001
126,0.82,3.3485185189999997,0.893333333,URY,96.4,93.60454545,96.1,3.5307692310000003,2.5,2.5,0.0,0.001312142,0.002037316,6.132201024,6.422903297,4.951522876,Uruguay,1,0.17600000000000024,0.1069711072222222,0.11249999999999999,0.00037484605882352946,20551.40942
127,2.25,6.74,2.566666667,UZB,100.0,91.65909091,100.0,13.33846154,7.3666666670000005,7.4,0.0,0.0014756679999999999,0.000336219,2.557037233,2.513204119,3.530991483,Uzbekistan,1,0.6639999999999998,0.09489028199999999,0.78125,0.0008850203529411765,6253.10386
128,2.09,5.2826,2.16,VNM,78.0,53.79090909,74.7,17.46153846,11.6,10.8,0.032552961,0.100720899,0.011035388,1.575046915,1.6157609730000002,1.897229354,Vietnam,0,1.672,0.016400040370370367,0.84375,0.04895993676470588,6171.884192
129,6.0,15.89277778,6.51,ZMB,43.9,41.21818182,43.46666667,50.36153846,45.13333333,44.5,0.0,0.001967855,0.0,5.721783528,5.838550108,7.282721641,Zambia,0,0.13599999999999995,0.1086729772962963,0.5687500000000001,0.0012843353529411764,3689.250826
130,5.03,10.21351852,5.713333333,ZWE,36.8,39.0,37.16666667,41.73846154,46.53333333,46.6,0.0,0.006365597,0.015023785,8.019027413,8.294199817,9.016830342,Zimbabwe,0,0.12400000000000005,0.215402494037037,0.5,0.005369753647058823,1899.774977
